,PUMA_GEOID,PUMA_NAME,UAC_POP,UAC_NAME,UAC_POP
1476,0603746,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park) PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1475,0603724,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1474,0603729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles) PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1473,0603762,Los Angeles County (South Central)--Carson City PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1472,0603763,Los Angeles County (South Central)--Long Beach City (North) PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1549,0603749,Los Angeles County (Central)--Inglewood City PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1557,0603715,Los Angeles County (East Central)--West Covina City PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1477,0603721,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1546,0605904,Orange County (Central)--Irvine City (Central) PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1486,0603766,Los Angeles County (South)--Long Beach City (Southwest & Port) PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1485,0603769,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1543,0603714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA",51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1478,0603737,Los Angeles County (Central)--Monterey Park & Rosemead Cities PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1544,0605907,Orange County (North Central)--Fullerton & Placentia Cities PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1545,0607104,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City PUMA",51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1504,0603701,Los Angeles County (North/Unincorporated)--Castaic PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1547,0603761,Los Angeles County (South Central)--Torrance City PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1471,0605912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities PUMA",51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1482,0603742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUMA",51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1479,0603754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1480,0603755,Los Angeles County (Southeast)--Norwalk City PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1481,0603752,Los Angeles County (South)--South Gate & Lynwood Cities PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
1484,0603765,Los Angeles County (Southeast)--Long Beach City (East) PUMA,51445,"Los Angeles--Long Beach--Anaheim, CA",12638616
589,1703310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships PUMA",16264,"Chicago, IL--IN",8692894
587,1703602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",16264,"Chicago, IL--IN",8692894
573,1703411,Cook County (South Central)--Worth & Calumet Townships PUMA,16264,"Chicago, IL--IN",8692894
574,1703107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships PUMA",16264,"Chicago, IL--IN",8692894
575,1703700,Kendall & Grundy Counties PUMA,16264,"Chicago, IL--IN",8692894
576,1703007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA",16264,"Chicago, IL--IN",8692894
588,1703309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships PUMA",16264,"Chicago, IL--IN",8692894
577,1703601,"McHenry County (North, West & Central) PUMA",16264,"Chicago, IL--IN",8692894
590,1703401,Cook County (Northwest)--Palatine & Barrington Townships PUMA,16264,"Chicago, IL--IN",8692894
578,1703307,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships PUMA",16264,"Chicago, IL--IN",8692894
579,1703416,Cook County (Northeast)--Northfield & New Trier Townships PUMA,16264,"Chicago, IL--IN",8692894
580,1703532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering PUMA",16264,"Chicago, IL--IN",8692894
581,1703413,Cook County (Southeast)--Thornton Township PUMA,16264,"Chicago, IL--IN",8692894
583,1703108,Will County (South) PUMA,16264,"Chicago, IL--IN",8692894
584,1703412,Cook County (South Central)--Bremen & Orland (East) Townships PUMA,16264,"Chicago, IL--IN",8692894
591,1703415,Cook County (North)--Wheeling Township (North & East) PUMA,16264,"Chicago, IL--IN",8692894
592,1703504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park PUMA",16264,"Chicago, IL--IN",8692894
593,1703522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa PUMA",16264,"Chicago, IL--IN",8692894
582,1703414,Cook County (South)--Bloom & Rich Townships PUMA,16264,"Chicago, IL--IN",8692894
585,1703005,Kane County (Southeast)--Aurora Township PUMA,16264,"Chicago, IL--IN",8692894
594,1703523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA",16264,"Chicago, IL--IN",8692894
595,1703530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA",16264,"Chicago, IL--IN",8692894
614,1703521,"Chicago City (West)--Austin, Belmont Cragin & Montclare PUMA",16264,"Chicago, IL--IN",8692894
615,1703409,Cook County (West Central)--Lyons & Stickney Townships PUMA,16264,"Chicago, IL--IN",8692894
586,1703417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships PUMA,16264,"Chicago, IL--IN",8692894
616,1703202,DuPage County (Central)--Milton Township PUMA,16264,"Chicago, IL--IN",8692894
617,1703204,DuPage County (Southeast)--Downers Grove Township PUMA,16264,"Chicago, IL--IN",8692894
618,1703203,DuPage County (South Central)--Lisle Township PUMA,16264,"Chicago, IL--IN",8692894
619,1703207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships PUMA,16264,"Chicago, IL--IN",8692894
620,1703422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA",16264,"Chicago, IL--IN",8692894
621,1703407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships PUMA",16264,"Chicago, IL--IN",8692894
622,1703205,DuPage County (East Central)--York Township PUMA,16264,"Chicago, IL--IN",8692894
623,1703421,Cook County (North)--Niles & Evanston Townships PUMA,16264,"Chicago, IL--IN",8692894
624,1703501,"Chicago City (North)--Edgewater, Uptown & Rogers Park PUMA",16264,"Chicago, IL--IN",8692894
625,1703502,Chicago City (North)--Lake View & Lincoln Park PUMA,16264,"Chicago, IL--IN",8692894
626,1703525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA",16264,"Chicago, IL--IN",8692894
627,1703529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas PUMA",16264,"Chicago, IL--IN",8692894
628,1702601,DeKalb County PUMA,16264,"Chicago, IL--IN",8692894
629,1703009,Kane County (West) PUMA,16264,"Chicago, IL--IN",8692894
630,1703526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park PUMA",16264,"Chicago, IL--IN",8692894
631,1800104,Lake County (South) PUMA,16264,"Chicago, IL--IN",8692894
632,1800103,Lake County (Central) PUMA,16264,"Chicago, IL--IN",8692894
633,1800101,Lake County (Northwest)--Hammond & East Chicago Cities PUMA,16264,"Chicago, IL--IN",8692894
634,1800102,Lake County (Northeast)--Gary City & Griffith Town PUMA,16264,"Chicago, IL--IN",8692894
635,1800200,Porter County PUMA,16264,"Chicago, IL--IN",8692894
613,1703520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA",16264,"Chicago, IL--IN",8692894
612,1703419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA,16264,"Chicago, IL--IN",8692894
607,1703531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA",16264,"Chicago, IL--IN",8692894
604,1703308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA",16264,"Chicago, IL--IN",8692894
596,1703410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA",16264,"Chicago, IL--IN",8692894
597,1703102,Will County (West Central)--Joliet & Troy Townships PUMA,16264,"Chicago, IL--IN",8692894
598,1703208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships PUMA",16264,"Chicago, IL--IN",8692894
599,1703420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA",16264,"Chicago, IL--IN",8692894
600,1703105,Will County (Northwest Central)--Plainfield & Lockport Townships PUMA,16264,"Chicago, IL--IN",8692894
601,1703106,Will County (Northwest)--DuPage & Wheatland Townships PUMA,16264,"Chicago, IL--IN",8692894
611,1703527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA",16264,"Chicago, IL--IN",8692894
610,1703408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA",16264,"Chicago, IL--IN",8692894
609,1703418,Cook County (Northwest)--Schaumburg Township (South & Central) PUMA,16264,"Chicago, IL--IN",8692894
602,1703528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing PUMA",16264,"Chicago, IL--IN",8692894
608,1703209,DuPage County (Southwest)--Naperville & Winfield (South) Townships PUMA,16264,"Chicago, IL--IN",8692894
603,1703008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships PUMA,16264,"Chicago, IL--IN",8692894
606,1703524,"Chicago City (West)--West Town, Near West Side & Lower West Side PUMA",16264,"Chicago, IL--IN",8692894
605,1703503,"Chicago City (North)--West Ridge, Lincoln Square & North Center PUMA",16264,"Chicago, IL--IN",8692894
1669,1201101,Broward County (West)--Coral Springs & Parkland Cities PUMA,56602,"Miami, FL",5949146
1670,1208601,Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA,56602,"Miami, FL",5949146
1678,1208622,Miami-Dade County (Southwest)--South Miami Heights PUMA,56602,"Miami, FL",5949146
1677,1208617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA",56602,"Miami, FL",5949146
1675,1209911,Palm Beach County (West)--Glades & Western Communities PUMA,56602,"Miami, FL",5949146
1674,1201105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities PUMA",56602,"Miami, FL",5949146
1673,1201106,Broward County (Central)--Plantation & Sunrise Cities PUMA,56602,"Miami, FL",5949146
1672,1201111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town PUMA",56602,"Miami, FL",5949146
1671,1201112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA,56602,"Miami, FL",5949146
1676,1208605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West) PUMA,56602,"Miami, FL",5949146
1679,1208621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA",56602,"Miami, FL",5949146
1654,1208610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA,56602,"Miami, FL",5949146
1641,1201114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities PUMA",56602,"Miami, FL",5949146
1661,1208620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA",56602,"Miami, FL",5949146
1662,1201110,Broward County (Central)--Davie Town & Cooper City PUMA,56602,"Miami, FL",5949146
1680,1208619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA,56602,"Miami, FL",5949146
1663,1208618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA,56602,"Miami, FL",5949146
1664,1208608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA",56602,"Miami, FL",5949146
1665,1208603,Miami-Dade County (Northeast)--Greater North Miami Beach City (West) PUMA,56602,"Miami, FL",5949146
1666,1208611,Miami-Dade County (Northeast Central)--Miami City (North) PUMA,56602,"Miami, FL",5949146
1640,1201113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA,56602,"Miami, FL",5949146
1631,1209902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,56602,"Miami, FL",5949146
1639,1201108,Broward County (East Central)--Fort Lauderdale City (Central) PUMA,56602,"Miami, FL",5949146
1638,1201104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities PUMA,56602,"Miami, FL",5949146
1637,1201103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA",56602,"Miami, FL",5949146
1636,1209908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA,56602,"Miami, FL",5949146
1635,1209907,Palm Beach County (Southeast)--Greater Delray Beach City PUMA,56602,"Miami, FL",5949146
1634,1209906,Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA,56602,"Miami, FL",5949146
1633,1208700,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA,56602,"Miami, FL",5949146
1660,1208615,Miami-Dade County (East Central)--Miami City (West) PUMA,56602,"Miami, FL",5949146
1659,1209909,Palm Beach County (West of Boca Raton City) PUMA,56602,"Miami, FL",5949146
1658,1209904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,56602,"Miami, FL",5949146
1657,1208602,Miami-Dade County (North Central)--Miami Gardens City (North & West) PUMA,56602,"Miami, FL",5949146
1647,1208614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village PUMA,56602,"Miami, FL",5949146
1646,1209905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA",56602,"Miami, FL",5949146
1645,1209903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA,56602,"Miami, FL",5949146
1644,1209901,Palm Beach County (Northeast) PUMA,56602,"Miami, FL",5949146
1643,1208612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA,56602,"Miami, FL",5949146
1642,1208604,Miami-Dade County (Northeast)--Aventura City & Surfside Town PUMA,56602,"Miami, FL",5949146
1667,1208613,Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA,56602,"Miami, FL",5949146
1648,1208616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA",56602,"Miami, FL",5949146
1649,1208623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA,56602,"Miami, FL",5949146
1650,1201107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA,56602,"Miami, FL",5949146
1651,1201102,Broward County (North Central)--Margate & Coconut Creek Cities PUMA,56602,"Miami, FL",5949146
1652,1209910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA,56602,"Miami, FL",5949146
1653,1208606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview PUMA",56602,"Miami, FL",5949146
1655,1208609,Miami-Dade County (Northeast)--Hialeah City (South Central) PUMA,56602,"Miami, FL",5949146
1656,1208607,Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA,56602,"Miami, FL",5949146
1632,1201109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA,56602,"Miami, FL",5949146
1630,1208500,Martin County PUMA,56602,"Miami, FL",5949146
1668,1208624,Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA,56602,"Miami, FL",5949146
770,4802302,Dallas County (Northeast)--Garland City (South) PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
790,4802400,Parker County PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
791,4802004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA",22042,"Dallas--Fort Worth--Arlington, TX",5638941
792,4801905,Collin County (Central)--McKinney City PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
762,4802304,Dallas County (Southeast)--Dallas City (Southeast) PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
763,4802101,Ellis County PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
764,4802314,Dallas City (East Central)--South of I-30 & East of I-35E PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
765,4802505,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
766,4802319,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
767,4802509,Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
768,4802502,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
769,4802321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
771,4802312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA",22042,"Dallas--Fort Worth--Arlington, TX",5638941
788,4802307,Dallas City (Northeast)--East of US-75 PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
772,4802311,Dallas City (North)--South of I-635 & West of US-75 PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
773,4802316,Dallas City (South Central)--North of I-20 & West of I-35E PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
774,4802318,Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
775,4802315,Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
776,4802313,Dallas City (Downtown)--North of I-30 PUMA,22042,"Dallas--Fort Worth--Arlington, TX",5638941
